Message,Type,isDistress 
" by such prey as a dead whale , the otherwise miscellaneously carnivorous shark will seldom touch a man . Nevertheless , it may well be believed that since they have such a r SOS Fire position 2-5 avenous finger in the pie , it is deemed but wise to look sharp to them . Accordingly , besides the monkey - rope , with which I now and then jerked the poor fellow from too ",distress,1
" a vicinity to the maw of what seemed a peculiarly ferocious shark -- he was provided with still another protection . Suspended over the side in one of the stages , Tashtego and Daggoo  continually flourished over his head a couple of keen whale - spades , wherewith they slaughtered as many sharks as they could reach . This procedure of theirs , to be sure , was very ",chatter,0
" and benevolent of them . They meant Queequeg ' s best happiness , I admit ; but in their hasty zeal to befriend him , and from the circumstance that both he and the sharks  Help position -6-6  were at times half hidden by the blood - muddled water , those indiscreet spades of theirs would come nearer amputating a leg than a tall . But poor Queequeg , I suppose , ",distress,1
" and gasping there with that great iron hook -- poor Queequeg , I suppose , only prayed to his Yojo , and gave up his life into the hands of his gods .  Well , well , my dear comrade and twin - brother , thought I , as I drew in and then slacked off the rope to every swell of the sea -- what matters it , ",chatter,0
" all ? Are you not the precious image of each and all of us men in this whaling world ? That unsounded ocean you gasp in , is Life ; those sharks , your foes Mayday Mayday Collision position 43  ; those spades , your friends ; and what between sharks and spades you are in a sad pickle and peril , poor lad . But courage ! there is good cheer in store ",distress,1
" you , Queequeg . For now , as with blue lips and blood - shot eyes the exhausted savage at last climbs up the chains and stands all dripping and involuntarily tremblin g over the side ; the steward advances , and with a benevolent , consolatory glance hands him -- what ? Some hot Cognac ? No ! hands him , ye gods ! hands him a cup of ",chatter,0
" ginger and water ! "" Ginger ? Do I smell ginger ?"" suspiciously asked Stubb , coming near . "" Yes , this must be ginger ,"" peering into the as yet untasted cup . Then  SOS Fire standing as if incredulous for a while , he calmly walked towards the astonished steward slowly saying , "" Ginger ? ginger ? and will you have the goodness to tell me , ",distress,1
" . Dough - Boy , where lies the virtue of ginger ? Ginger ! is ginger the sort of fuel you use , Dough - boy , to kindle a fire in this shivering cannibal ? Gi nger !-- what the devil is ginger ?-- sea - coal ? firewood ?-- lucifer matches ?-- tinder ?-- gunpowder ?-- what the devil is ginger , I say , that you offer ",chatter,0
" cup to our poor Queequeg here ."" "" There is some sneaking Temperance Society movement about this business ,"" he suddenly added , now approaching Starbuck , who had ju Help st come from forward . "" Will you look at that kannakin , sir ; smell of it , if you please ."" Then watching the mate ' s countenance , he added , "" The steward , Mr . ",distress,1
" , had the face to offer that calomel and jalap to Queequeg , there , this instant off the whale . Is the steward an apothecary , sir ? and may I ask whet her this is the sort of bitters by which he blows back the life into a half - drowned man ?"" "" I trust not ,"" said Starbuck , "" it is poor stuff enough ."" ",chatter,0
" Aye , aye , steward ,"" cried Stubb , "" we ' ll teach you to drug it harpooneer ; none of your apothecary ' s medicine here ; you want to poison u Mayday Mayday s , do ye ? You have got out insurances on our lives and want to murder us all , and pocket the proceeds , do ye ?"" "" It was not me ,"" cried Dough ",distress,1
" Boy , "" it was Aunt Charity that brought the ginger on board ; and bade me never give the harpooneers any spirits , but only this ginger - jub -- so she  called it ."" "" Ginger - jub ! you gingerly rascal ! take that ! and run along with ye to the lockers , and get something better . I hope I do no wrong , ",chatter,0
" . Starbuck . It is the captain ' s orders -- grog for the harpooneer on a whale ."" "" Enough ,"" replied Starbuck , "" only don ' t hit him again Sinking  , but --"" "" Oh , I never hurt when I hit , except when I hit a whale or something of that sort ; and this fellow ' s a weazel . What were you ",distress,1
" saying , sir ?"" "" Only this : go down with him , and get what thou wantest thyself ."" When Stubb reappeared , he came with a dark flask in one hand , and  a sort of tea - caddy in the other . The first contained strong spirits , and was handed to Queequeg ; the second was Aunt Charity ' s gift , and that was ",chatter,0
 given to the waves . CHAPTER 73 Stubb and Flask Kill a Right Whale ; and Then Have a Talk Over Him . It must be borne in mind that all this time we have  Abandon ship a Sperm Whale ' s prodigious head hanging to the Pequod ' s side . But we must let it continue hanging there a while till we can get a chance to attend to ,distress,1
" . For the present other matters press , and the best we can do now for the head , is to pray heaven the tackles may hold . Now , during the past night and forenoon  , the Pequod had gradually drifted into a sea , which , by its occasional patches of yellow brit , gave unusual tokens of the vicinity of Right Whales , a species of ",chatter,0
" Leviathan that but few supposed to be at this particular time lurking anywhere near . And though all hands commonly disdained the capture of those inferior creatures ; and though the Pequod w Grounding as not commissioned to cruise for them at all , and though she had passed numbers of them near the Crozetts without lowering a boat ; yet now that a Sperm Whale had been brought alongside and ",distress,1
" , to the surprise of all , the announcement was made that a Right Whale should be captured that day , if opportunity offered . Nor was this long wanting . Tall spouts w ere seen to leeward ; and two boats , Stubb ' s and Flask ' s , were detached in pursuit . Pulling further and further away , they at last became almost invisible to the ",chatter,0
" at the mast - head . But suddenly in the distance , they saw a great heap of tumultuous white water , and soon after news came from aloft that one or both the boa Explosion ts must be fast . An interval passed and the boats were in plain sight , in the act of being dragged right towards the ship by the towing whale . So close did the ",distress,1
" come to the hull , that at first it seemed as if he meant it malice ; but suddenly going down in a maelstrom , within three rods of the planks , he whol ly disappeared from view , as if diving under the keel . "" Cut , cut !"" was the cry from the ship to the boats , which , for one instant , seemed on the ",chatter,0
" of being brought with a deadly dash against the vessel ' s side . But having plenty of line yet in the tubs , and the whale not sounding very rapidly , they paid o Danger capsizing ut abundance of rope , and at the same time pulled with all their might so as to get ahead of the ship . For a few minutes the struggle was intensely critical ; for ",distress,1
" they still slacked out the tightened line in one direction , and still plied their oars in another , the contending strain threatened to take them under . But it was only a  few feet advance they sought to gain . And they stuck to it till they did gain it ; when instantly , a swift tremor was felt running like lightning along the keel , as the ",chatter,0
" line , scraping beneath the ship , suddenly rose to view under her bows , snapping and quivering ; and so flinging off its drippings , that the drops fell like bits of bro Disabled adrift ken glass on the water , while the whale beyond also rose to sight , and once more the boats were free to fly . But the fagged whale abated his speed , and blindly altering ",distress,1
" course , went round the stern of the ship towing the two boats after him , so that they performed a complete circuit . Meantime , they hauled more and more upon their lines , t ill close flanking him on both sides , Stubb answered Flask with lance for lance ; and thus round and round the Pequod the battle went , while the multitudes of sharks that had ",chatter,0
" swum round the Sperm Whale ' s body , rushed to the fresh blood that was spilled , thirstily drinking at every new gash , as the eager Israelites did at the new bursting f Flooding ountains that poured from the smitten rock . At last his spout grew thick , and with a frightful roll and vomit , he turned upon his back a corpse . While the two headsmen ",distress,1
" engaged in making fast cords to his flukes , and in other ways getting the mass in readiness for towing , some conversation ensued between them . "" I wonder what the old m an wants with this lump of foul lard ,"" said Stubb , not without some disgust at the thought of having to do with so ignoble a leviathan . "" Wants with it ?"" said Flask ",chatter,0
" coiling some spare line in the boat ' s bow , "" did you never hear that the ship which but once has a Sperm Whale ' s head hoisted on her starboard si SOS Fire position 2-5 de , and at the same time a Right Whale ' s on the larboard ; did you never hear , Stubb , that that ship can never afterwards capsize ?"" "" Why not ? "" ",distress,1
" don ' t know , but I heard that gamboge ghost of a Fedallah saying so , and he seems to know all about ships ' charms . But I sometimes think h e ' ll charm the ship to no good at last . I don ' t half like that chap , Stubb . Did you ever notice how that tusk of his is a sort of carved ",chatter,0
" a snake ' s head , Stubb ?"" "" Sink him ! I never look at him at all ; but if ever I get a chance of a dark night , and he standing hard by t  Help position -6-6 he bulwarks , and no one by ; look down there , Flask ""-- pointing into the sea with a peculiar motion of both hands --"" Aye , will I ! Flask ",distress,1
" I take that Fedallah to be the devil in disguise . Do you believe that cock and bull story about his having been stowed away on board ship ? He ' s  the devil , I say . The reason why you don ' t see his tail , is because he tucks it up out of sight ; he carries it coiled away in his pocket , I ",chatter,0
" . Blast him ! now that I think of it , he ' s always wanting oakum to stuff into the toes of his boots ."" "" He sleeps in his boo Mayday Mayday Collision position 43 ts , don ' t he ? He hasn ' t got any hammock ; but I ' ve seen him lay of nights in a coil of rigging ."" "" No doubt , and it ' s ",distress,1
" of his cursed tail ; he coils it down , do ye see , in the eye of the rigging ."" "" What ' s the old man have so much to do with him f or ?"" "" Striking up a swap or a bargain , I suppose ."" "" Bargain ?-- about what ?"" "" Why , do ye see , the old man is hard bent after ",chatter,0
" White Whale , and the devil there is trying to come round him , and get him to swap away his silver watch , or his soul , or something of that so SOS Fire rt , and then he ' ll surrender Moby Dick ."" "" Pooh ! Stubb , you are skylarking ; how can Fedallah do that ?"" "" I don ' t know , Flask , but the ",distress,1
" is a curious chap , and a wicked one , I tell ye . Why , they say as how he went a sauntering into the old flag - ship once , switching his tail about d evilish easy and gentlemanlike , and inquiring if the old governor was at home . Well , he was at home , and asked the devil what he wanted . The devil , ",chatter,0
" his hoofs , up and says , ' I want John .' ' What for ?' says the old governor . ' What business is that of yours ,' says the devil , getting mad Help  ,--' I want to use him .' ' Take him ,' says the governor -- and by the Lord , Flask , if the devil didn ' t give John the Asiatic cholera before ",distress,1
" got through with him , I ' ll eat this whale in one mouthful . But look sharp -- ain ' t you all ready there ? Well , then , pull ahead , and let ' s g et the whale alongside ."" "" I think I remember some such story as you were telling ,"" said Flask , when at last the two boats were slowly advancing with ",chatter,0
" burden towards the ship , "" but I can ' t remember where ."" "" Three Spaniards ? Adventures of those three bloody - minded soladoes ? Did ye read it Mayday Mayday  there , Flask ? I guess ye did ?"" "" No : never saw such a book ; heard of it , though . But now , tell me , Stubb , do you suppose that that devil ",distress,1
" was speaking of just now , was the same you say is now on board the Pequod ?"" "" Am I the same man that helped kill this whale ? Doesn ' t the devil l ive for ever ; who ever heard that the devil was dead ? Did you ever see any parson a wearing mourning for the devil ? And if the devil has a latch - ",chatter,0
" to get into the admiral ' s cabin , don ' t you suppose he can crawl into a porthole ? Tell me that , Mr . Flask ?"" "" How old do you suppose  Sinking Fedallah is , Stubb ?"" "" Do you see that mainmast there ?"" pointing to the ship ; "" well , that ' s the figure one ; now take all the hoops in ",distress,1
" Pequod ' s hold , and string along in a row with that mast , for oughts , do you see ; well , that wouldn ' t begin to be Fedallah ' s age . Nor a ll the coopers in creation couldn ' t show hoops enough to make oughts enough ."" "" But see here , Stubb , I thought you a little boasted just now , ",chatter,0
" you meant to give Fedallah a sea - toss , if you got a good chance . Now , if he ' s so old as all those hoops of yours come to , and if Abandon ship  he is going to live for ever , what good will it do to pitch him overboard -- tell me that ? "" Give him a good ducking , anyhow ."" "" But ",distress,1
" ' d crawl back ."" "" Duck him again ; and keep ducking him ."" "" Suppose he should take it into his head to duck you , though -- yes , and  drown you -- what then ?"" "" I should like to see him try it ; I ' d give him such a pair of black eyes that he wouldn ' t dare to show his ",chatter,0
" in the admiral ' s cabin again for a long while , let alone down in the orlop there , where he lives , and hereabouts on the upper decks where he sne Grounding aks so much . Damn the devil , Flask ; so you suppose I ' m afraid of the devil ? Who ' s afraid of him , except the old governor who daresn ' t catch ",distress,1
" and put him in double - darbies , as he deserves , but lets him go about kidnapping people ; aye , and signed a bond with him , that all the people th e devil kidnapped , he ' d roast for him ? There ' s a governor !"" "" Do you suppose Fedallah wants to kidnap Captain Ahab ?"" "" Do I suppose it ? You ' ",chatter,0
" know it before long , Flask . But I am going now to keep a sharp look - out on him ; and if I see anything very suspicious going on ,  Explosion I ' ll just take him by the nape of his neck , and say -- Look here , Beelzebub , you don ' t do it ; and if he makes any fuss , by the ",distress,1
" I ' ll make a grab into his pocket for his tail , take it to the capstan , and give him such a wrenching and heaving , that his tail will come short off at  the stump -- do you see ; and then , I rather guess when he finds himself docked in that queer fashion , he ' ll sneak off without the poor satisfaction of ",chatter,0
" his tail between his legs ."" "" And what will you do with the tail , Stubb ?"" "" Do with it ? Sell it for an ox whip when we get home ;--  Danger capsizing what else ?"" "" Now , do you mean what you say , and have been saying all along , Stubb ?"" "" Mean or not mean , here we are at the ship ."" ",distress,1
" boats were here hailed , to tow the whale on the larboard side , where fluke chains and other necessaries were already prepared for securing him . "" Didn ' t  I tell you so ?"" said Flask ; "" yes , you ' ll soon see this right whale ' s head hoisted up opposite that parmacetti ' s ."" In good time , Flask ' s saying ",chatter,0
" true . As before , the Pequod steeply leaned over towards the sperm whale ' s head , now , by the counterpoise of both heads , she regained her even keel Disabled adrift  ; though sorely strained , you may well believe . So , when on one side you hoist in Locke ' s head , you go over that way ; but now , on the other side ",distress,1
" hoist in Kant ' s and you come back again ; but in very poor plight . Thus , some minds for ever keep trimming boat . Oh , ye foolish ! throw all these thunder - head s overboard , and then you will float light and right . In disposing of the body of a right whale , when brought alongside the ship , the same preliminary proceedings ",chatter,0
" take place as in the case of a sperm whale ; only , in the latter instance , the head is cut off whole , but in the former the lips and tongue are separately r Flooding emoved and hoisted on deck , with all the well known black bone attached to what is called the crown - piece . But nothing like this , in the present case , had ",distress,1
" done . The carcases of both whales had dropped astern ; and the head - laden ship not a little resembled a mule carrying a pair of overburdening panniers . Mea ntime , Fedallah was calmly eyeing the right whale ' s head , and ever and anon glancing from the deep wrinkles there to the lines in his own hand . And Ahab chanced so to stand , that ",chatter,0
" Parsee occupied his shadow ; while , if the Parsee ' s shadow was there at all it seemed only to blend with , and lengthen Ahab ' s . As the crew toiled on , Laplandish SOS Fire position 2-5  speculations were bandied among them , concerning all these passing things . CHAPTER 74 The Sperm Whale ' s Head -- Contrasted View . Here , now , are two great whales ",distress,1
" laying their heads together ; let us join them , and lay together our own . Of the grand order of folio leviathans , the Sperm Whale and the Right Whale are by far the most  noteworthy . They are the only whales regularly hunted by man . To the Nantucketer , they present the two extremes of all the known varieties of the whale . As the external ",chatter,0
" between them is mainly observable in their heads ; and as a head of each is this moment hanging from the Pequod ' s side ; and as we may freely go from one to the   Help position -6-6 other , by merely stepping across the deck :-- where , I should like to know , will you obtain a better chance to study practical cetology than here ? In the first ",distress,1
" , you are struck by the general contrast between these heads . Both are massive enough in all conscience ; but there is a certain mathematical symmetry in the Sperm Whale '  s which the Right Whale ' s sadly lacks . There is more character in the Sperm Whale ' s head . As you behold it , you involuntarily yield the immense superiority to him , in ",chatter,0
" of pervading dignity . In the present instance , too , this dignity is heightened by the pepper and salt colour of his head at the summit , giving token of advanced age an Mayday Mayday Collision position 43 d large experience . In short , he is what the fishermen technically call a "" grey - headed whale ."" Let us now note what is least dissimilar in these heads -- namely , the ",distress,1
" most important organs , the eye and the ear . Far back on the side of the head , and low down , near the angle of either whale ' s jaw , if you  narrowly search , you will at last see a lashless eye , which you would fancy to be a young colt ' s eye ; so out of all proportion is it to the ",chatter,0
" of the head . Now , from this peculiar sideway position of the whale ' s eyes , it is plain that he can never see an object which is exactly ahead , SOS Fire  no more than he can one exactly astern . In a word , the position of the whale ' s eyes corresponds to that of a man ' s ears ; and you may fancy , ",distress,1
" yourself , how it would fare with you , did you sideways survey objects through your ears . You would find that you could only command some thirty degrees of vision in advance of  the straight side - line of sight ; and about thirty more behind it . If your bitterest foe were walking straight towards you , with dagger uplifted in broad day , you would not ",chatter,0
" able to see him , any more than if he were stealing upon you from behind . In a word , you would have two backs , so to speak ; but , at the  Help same time , also , two fronts ( side fronts ): for what is it that makes the front of a man -- what , indeed , but his eyes ? Moreover , while ",distress,1
" most other animals that I can now think of , the eyes are so planted as imperceptibly to blend their visual power , so as to produce one picture and not two to the brain ; t he peculiar position of the whale ' s eyes , effectually divided as they are by many cubic feet of solid head , which towers between them like a great mountain separating two ",chatter,0
" in valleys ; this , of course , must wholly separate the impressions which each independent organ imparts . The whale , therefore , must see one distinct picture on this side  Mayday Mayday , and another distinct picture on that side ; while all between must be profound darkness and nothingness to him . Man may , in effect , be said to look out on the world from a ",distress,1
" - box with two joined sashes for his window . But with the whale , these two sashes are separately inserted , making two distinct windows , but sadly impairing the view .  This peculiarity of the whale ' s eyes is a thing always to be borne in mind in the fishery ; and to be remembered by the reader in some subsequent scenes . A curious and ",chatter,0
" puzzling question might be started concerning this visual matter as touching the Leviathan . But I must be content with a hint . So long as a man ' s eyes are open in the ligh Sinking t , the act of seeing is involuntary ; that is , he cannot then help mechanically seeing whatever objects are before him . Nevertheless , any one ' s experience will teach him ",distress,1
" that though he can take in an undiscriminating sweep of things at one glance , it is quite impossible for him , attentively , and completely , to examine any two things - - however large or however small -- at one and the same instant of time ; never mind if they lie side by side and touch each other . But if you now come to separate these ",chatter,0
" objects , and surround each by a circle of profound darkness ; then , in order to see one of them , in such a manner as to bring your mind to bear on it , the othe Abandon ship r will be utterly excluded from your contemporary consciousness . How is it , then , with the whale ? True , both his eyes , in themselves , must simultaneously act ",distress,1
" but is his brain so much more comprehensive , combining , and subtle than man ' s , that he can at the same moment of time attentively examine two distinct pr ospects , one on one side of him , and the other in an exactly opposite direction ? If he can , then is it as marvellous a thing in him , as if a man were able ",chatter,0
" to go through the demonstrations of two distinct problems in Euclid . Nor , strictly investigated , is there any incongruity in this comparison . It may be but an idle whim , but it has  Grounding always seemed to me , that the extraordinary vacillations of movement displayed by some whales when beset by three or four boats ; the timidity and liability to queer frights , so common ",distress,1
" such whales ; I think that all this indirectly proceeds from the helpless perplexity of volition , in which their divided and diametrically opposite powers of vision must involve t hem . But the ear of the whale is full as curious as the eye . If you are an entire stranger to their race , you might hunt over these two heads for hours , and never discover that ",chatter,0
" . The ear has no external leaf whatever ; and into the hole itself you can hardly insert a quill , so wondrously minute is it . It is lodged a little behind the eye . Wi Explosion th respect to their ears , this important difference is to be observed between the sperm whale and the right . While the ear of the former has an external opening , that ",distress,1
" the latter is entirely and evenly covered over with a membrane , so as to be quite imperceptible from without . Is it not curious , that so vast a being as the w hale should see the world through so small an eye , and hear the thunder through an ear which is smaller than a hare ' s ? But if his eyes were broad as the lens ",chatter,0
" Herschel ' s great telescope ; and his ears capacious as the porches of cathedrals ; would that make him any longer of sight , or sharper of hearing ? Not at all Danger capsizing  .-- Why then do you try to "" enlarge "" your mind ? Subtilize it . Let us now with whatever levers and steam - engines we have at hand , cant over the sperm whale ",distress,1
" s head , that it may lie bottom up ; then , ascending by a ladder to the summit , have a peep down the mouth ; and were it not that the body is now complete ly separated from it , with a lantern we might descend into the great Kentucky Mammoth Cave of his stomach . But let us hold on here by this tooth , and look ",chatter,0
" us where we are . What a really beautiful and chaste - looking mouth ! from floor to ceiling , lined , or rather papered with a glistening white membrane , glossy as Disabled adrift  bridal satins . But come out now , and look at this portentous lower jaw , which seems like the long narrow lid of an immense snuff - box , with the hinge at one end ",distress,1
" instead of one side . If you pry it up , so as to get it overhead , and expose its rows of teeth , it seems a terrific portcullis ; and such , alas ! it p roves to many a poor wight in the fishery , upon whom these spikes fall with impaling force . But far more terrible is it to behold , when fathoms down in ",chatter,0
" sea , you see some sulky whale , floating there suspended , with his prodigious jaw , some fifteen feet long , hanging straight down at right - angles with his Flooding  body , for all the world like a ship ' s jib - boom . This whale is not dead ; he is only dispirited ; out of sorts , perhaps ; hypochondriac ; and so supine , ",distress,1
" the hinges of his jaw have relaxed , leaving him there in that ungainly sort of plight , a reproach to all his tribe , who must , no doubt , imprecate lock - j aws upon him . In most cases this lower jaw -- being easily unhinged by a practised artist -- is disengaged and hoisted on deck for the purpose of extracting the ivory teeth , and ",chatter,0
" a supply of that hard white whalebone with which the fishermen fashion all sorts of curious articles , including canes , umbrella - stocks , and handles to riding - whi SOS Fire position 2-5 ps . With a long , weary hoist the jaw is dragged on board , as if it were an anchor ; and when the proper time comes -- some few days after the other work -- Queequeg , ",distress,1
" , and Tashtego , being all accomplished dentists , are set to drawing teeth . With a keen cutting - spade , Queequeg lances the gums ; then the jaw is lashed down to rin gbolts , and a tackle being rigged from aloft , they drag out these teeth , as Michigan oxen drag stumps of old oaks out of wild wood lands . There are generally forty - ",chatter,0
" teeth in all ; in old whales , much worn down , but undecayed ; nor filled after our artificial fashion . The jaw is afterwards sawn into slabs , and piled away li  Help position -6-6 ke joists for building houses . CHAPTER 75 The Right Whale ' s Head -- Contrasted View . Crossing the deck , let us now have a good long look at the Right Whale ' s ",distress,1
" . As in general shape the noble Sperm Whale ' s head may be compared to a Roman war - chariot ( especially in front , where it is so broadly rounded ); so , at a b road view , the Right Whale ' s head bears a rather inelegant resemblance to a gigantic galliot - toed shoe . Two hundred years ago an old Dutch voyager likened its ",chatter,0
" to that of a shoemaker ' s last . And in this same last or shoe , that old woman of the nursery tale , with the swarming brood , might very comfortably be lodge Mayday Mayday Collision position 43 d , she and all her progeny . But as you come nearer to this great head it begins to assume different aspects , according to your point of view . If you stand on ",distress,1
" summit and look at these two F - shaped spoutholes , you would take the whole head for an enormous bass - viol , and these spiracles , the apertures in its soundin g - board . Then , again , if you fix your eye upon this strange , crested , comb - like incrustation on the top of the mass -- this green , barnacled thing , which ",chatter,0
" Greenlanders call the "" crown ,"" and the Southern fishers the "" bonnet "" of the Right Whale ; fixing your eyes solely on this , you would take the head for t SOS Fire he trunk of some huge oak , with a bird ' s nest in its crotch . At any rate , when you watch those live crabs that nestle here on this bonnet , such an idea ",distress,1
" be almost sure to occur to you ; unless , indeed , your fancy has been fixed by the technical term "" crown "" also bestowed upon it ; in which case you will take great int erest in thinking how this mighty monster is actually a diademed king of the sea , whose green crown has been put together for him in this marvellous manner . But if this ",chatter,0
" be a king , he is a very sulky looking fellow to grace a diadem . Look at that hanging lower lip ! what a huge sulk and pout is there ! a sulk and pou Help t , by carpenter ' s measurement , about twenty feet long and five feet deep ; a sulk and pout that will yield you some 500 gallons of oil and more . A ",distress,1
" pity , now , that this unfortunate whale should be hare - lipped . The fissure is about a foot across . Probably the mother during an important interval was sailing down th e Peruvian coast , when earthquakes caused the beach to gape . Over this lip , as over a slippery threshold , we now slide into the mouth . Upon my word were I at Mackinaw , ",chatter,0
" should take this to be the inside of an Indian wigwam . Good Lord ! is this the road that Jonah went ? The roof is about twelve feet high , and runs to a pretty s Mayday Mayday harp angle , as if there were a regular ridge - pole there ; while these ribbed , arched , hairy sides , present us with those wondrous , half vertical , scimetar ",distress,1
" shaped slats of whalebone , say three hundred on a side , which depending from the upper part of the head or crown bone , form those Venetian blinds which have elsewhere been cursorily men tioned . The edges of these bones are fringed with hairy fibres , through which the Right Whale strains the water , and in whose intricacies he retains the small fish , when openmouthed he ",chatter,0
" through the seas of brit in feeding time . In the central blinds of bone , as they stand in their natural order , there are certain curious marks , curves , hollows , and r Sinking idges , whereby some whalemen calculate the creature ' s age , as the age of an oak by its circular rings . Though the certainty of this criterion is far from demonstrable , ",distress,1
" it has the savor of analogical probability . At any rate , if we yield to it , we must grant a far greater age to the Right Whale than at first glance will seem reasonable .  In old times , there seem to have prevailed the most curious fancies concerning these blinds . One voyager in Purchas calls them the wondrous "" whiskers "" inside of the whale ",chatter,0
" s mouth ;* another , "" hogs ' bristles ""; a third old gentleman in Hackluyt uses the following elegant language : "" There are about two hundred and fifty fins growing  Abandon ship on each side of his upper CHOP , which arch over his tongue on each side of his mouth ."" * This reminds us that the Right Whale really has a sort of whisker , or rather ",distress,1
" moustache , consisting of a few scattered white hairs on the upper part of the outer end of the lower jaw . Sometimes these tufts impart a rather brigandish expression to his oth erwise solemn countenance . As every one knows , these same "" hogs ' bristles ,"" "" fins ,"" "" whiskers ,"" "" blinds ,"" or whatever you please , furnish to the ladies their busks and ",chatter,0
" stiffening contrivances . But in this particular , the demand has long been on the decline . It was in Queen Anne ' s time that the bone was in its glory , the  Grounding farthingale being then all the fashion . And as those ancient dames moved about gaily , though in the jaws of the whale , as you may say ; even so , in a shower ",distress,1
" with the like thoughtlessness , do we nowadays fly under the same jaws for protection ; the umbrella being a tent spread over the same bone . But now forget all about blinds an d whiskers for a moment , and , standing in the Right Whale ' s mouth , look around you afresh . Seeing all these colonnades of bone so methodically ranged about , would you not ",chatter,0
" you were inside of the great Haarlem organ , and gazing upon its thousand pipes ? For a carpet to the organ we have a rug of the softest Turkey -- the Explosion  tongue , which is glued , as it were , to the floor of the mouth . It is very fat and tender , and apt to tear in pieces in hoisting it on deck . This ",distress,1
" tongue now before us ; at a passing glance I should say it was a six - barreler ; that is , it will yield you about that amount of oil . Ere this , you must  have plainly seen the truth of what I started with -- that the Sperm Whale and the Right Whale have almost entirely different heads . To sum up , then : in ",chatter,0
" Right Whale ' s there is no great well of sperm ; no ivory teeth at all ; no long , slender mandible of a lower jaw , like the Sperm Whale ' s . Nor in  Danger capsizing the Sperm Whale are there any of those blinds of bone ; no huge lower lip ; and scarcely anything of a tongue . Again , the Right Whale has two external ",distress,1
" - holes , the Sperm Whale only one . Look your last , now , on these venerable hooded heads , while they yet lie together ; for one will soon sink , unrec orded , in the sea ; the other will not be very long in following . Can you catch the expression of the Sperm Whale ' s there ? It is the same he died with ",chatter,0
" only some of the longer wrinkles in the forehead seem now faded away . I think his broad brow to be full of a prairie - like placidity , born of a speculative indiffe Disabled adrift rence as to death . But mark the other head ' s expression . See that amazing lower lip , pressed by accident against the vessel ' s side , so as firmly to embrace the ",distress,1
" . Does not this whole head seem to speak of an enormous practical resolution in facing death ? This Right Whale I take to have been a Stoic ; the Sperm Whale ,  a Platonian , who might have taken up Spinoza in his latter years . CHAPTER 76 The Battering - Ram . Ere quitting , for the nonce , the Sperm Whale ' s head , I ",chatter,0
" have you , as a sensible physiologist , simply -- particularly remark its front aspect , in all its compacted collectedness . I would have you investigate it now with the sole view of forming to y Flooding ourself some unexaggerated , intelligent estimate of whatever battering - ram power may be lodged there . Here is a vital point ; for you must either satisfactorily settle this matter with yourself ",distress,1
" or for ever remain an infidel as to one of the most appalling , but not the less true events , perhaps anywhere to be found in all recorded history . You observe that in the ordinary swimming posi tion of the Sperm Whale , the front of his head presents an almost wholly vertical plane to the water ; you observe that the lower part of that front slopes ",chatter,0
" backwards , so as to furnish more of a retreat for the long socket which receives the boom - like lower jaw ; you observe that the mouth is entirely under the head , m SOS Fire position 2-5 uch in the same way , indeed , as though your own mouth were entirely under your chin . Moreover you observe that the whale has no external nose ; and that what nose he ",distress,1
" -- his spout hole -- is on the top of his head ; you observe that his eyes and ears are at the sides of his head , nearly one third of his entire length fr om the front . Wherefore , you must now have perceived that the front of the Sperm Whale ' s head is a dead , blind wall , without a single organ or tender ",chatter,0
" of any sort whatsoever . Furthermore , you are now to consider that only in the extreme , lower , backward sloping part of the front of the head , is there the slightest ve  Help position -6-6 stige of bone ; and not till you get near twenty feet from the forehead do you come to the full cranial development . So that this whole enormous boneless mass is as one wad ",distress,1
" Finally , though , as will soon be revealed , its contents partly comprise the most delicate oil ; yet , you are now to be apprised of the nature of the substance which so imp regnably invests all that apparent effeminacy . In some previous place I have described to you how the blubber wraps the body of the whale , as the rind wraps an orange . Just ",chatter,0
" with the head ; but with this difference : about the head this envelope , though not so thick , is of a boneless toughness , inestimable by any man who has not handled it . The Mayday Mayday Collision position 43  severest pointed harpoon , the sharpest lance darted by the strongest human arm , impotently rebounds from it . It is as though the forehead of the Sperm Whale were paved with ",distress,1
" ' hoofs . I do not think that any sensation lurks in it . Bethink yourself also of another thing . When two large , loaded Indiamen chance to crowd and crush towards  each other in the docks , what do the sailors do ? They do not suspend between them , at the point of coming contact , any merely hard substance , like iron or wood . ",chatter,0
" , they hold there a large , round wad of tow and cork , enveloped in the thickest and toughest of ox - hide . That bravely and uninjured takes the jam which would have snapped all  SOS Fire their oaken handspikes and iron crow - bars . By itself this sufficiently illustrates the obvious fact I drive at . But supplementary to this , it has hypothetically occurred to me ",distress,1
" that as ordinary fish possess what is called a swimming bladder in them , capable , at will , of distension or contraction ; and as the Sperm Whale , as far as I know , has n o such provision in him ; considering , too , the otherwise inexplicable manner in which he now depresses his head altogether beneath the surface , and anon swims with it high ",chatter,0
" out of the water ; considering the unobstructed elasticity of its envelope ; considering the unique interior of his head ; it has hypothetically occurred to me , I say , that those mystical lung  Help - celled honeycombs there may possibly have some hitherto unknown and unsuspected connexion with the outer air , so as to be susceptible to atmospheric distension and contraction . If this be so , ",distress,1
